timestamp,open,high,low,close,volume
2024-04-07 18:00:00,5263.25,5269.25,5257.75,5266.25,1977
2024-04-07 18:01:00,5266.50,5266.50,5261.00,5261.50,1516
2024-04-07 18:02:00,5261.75,5262.25,5259.25,5261.25,578
2024-04-07 18:03:00,5261.25,5261.50,5260.25,5260.50,218
2024-04-07 18:04:00,5260.50,5260.50,5259.25,5259.50,305
2024-04-07 18:05:00,5259.50,5260.25,5258.50,5259.00,310
2024-04-07 18:06:00,5259.25,5261.50,5259.25,5261.00,453
2024-04-07 18:07:00,5261.00,5261.25,5260.25,5261.00,268
2024-04-07 18:08:00,5261.00,5261.00,5260.50,5260.50,88
2024-04-07 18:09:00,5260.75,5260.75,5260.00,5260.75,185
2024-04-07 18:10:00,5260.50,5261.00,5260.25,5260.50,95
2024-04-07 18:11:00,5260.50,5261.50,5260.25,5261.25,184
2024-04-07 18:12:00,5261.25,5261.25,5260.25,5260.75,172
2024-04-07 18:13:00,5260.75,5260.75,5259.00,5259.25,149
2024-04-07 18:14:00,5259.00,5259.25,5257.75,5258.00,191
2024-04-07 18:15:00,5258.00,5259.00,5258.00,5259.00,127
2024-04-07 18:16:00,5258.75,5259.00,5258.00,5258.00,73
2024-04-07 18:17:00,5258.00,5258.75,5258.00,5258.50,47
2024-04-07 18:18:00,5258.50,5259.00,5258.50,5258.75,65
2024-04-07 18:19:00,5258.75,5259.75,5258.50,5259.50,229
2024-04-07 18:20:00,5259.25,5259.25,5258.25,5258.50,95
2024-04-07 18:21:00,5258.50,5258.75,5258.25,5258.75,47
2024-04-07 18:22:00,5258.75,5259.00,5258.50,5259.00,42
2024-04-07 18:23:00,5258.75,5258.75,5258.00,5258.25,74
2024-04-07 18:24:00,5258.00,5258.00,5257.75,5258.00,81
2024-04-07 18:25:00,5257.75,5258.00,5257.25,5257.50,168
2024-04-07 18:26:00,5257.25,5257.75,5257.25,5257.25,69
2024-04-07 18:27:00,5257.25,5258.00,5257.25,5257.75,69
2024-04-07 18:28:00,5257.50,5258.00,5257.50,5258.00,41
2024-04-07 18:29:00,5258.00,5258.25,5257.50,5258.00,103
2024-04-07 18:30:00,5258.00,5258.50,5258.00,5258.00,82
2024-04-07 18:31:00,5257.75,5258.00,5257.50,5258.00,33
2024-04-07 18:32:00,5258.00,5258.00,5257.25,5257.25,75
2024-04-07 18:33:00,5257.00,5257.50,5256.50,5257.25,262
2024-04-07 18:34:00,5257.50,5257.50,5257.25,5257.25,48
2024-04-07 18:35:00,5257.25,5257.25,5256.75,5256.75,44
2024-04-07 18:36:00,5257.00,5257.25,5256.75,5256.75,48
2024-04-07 18:37:00,5257.00,5257.50,5257.00,5257.50,123
2024-04-07 18:38:00,5257.50,5257.75,5257.00,5257.50,132
2024-04-07 18:39:00,5257.75,5257.75,5257.50,5257.50,17
2024-04-07 18:40:00,5257.25,5257.50,5257.25,5257.25,42
2024-04-07 18:41:00,5257.00,5257.00,5257.00,5257.00,71
2024-04-07 18:42:00,5257.00,5257.50,5257.00,5257.50,108
2024-04-07 18:43:00,5257.50,5257.75,5257.25,5257.25,46
2024-04-07 18:44:00,5257.25,5257.75,5257.25,5257.50,40
2024-04-07 18:45:00,5257.50,5257.50,5257.25,5257.25,53
2024-04-07 18:46:00,5257.25,5257.50,5257.25,5257.50,22
2024-04-07 18:47:00,5257.25,5257.50,5257.25,5257.25,11
2024-04-07 18:48:00,5257.50,5257.50,5256.75,5257.00,17
2024-04-07 18:49:00,5257.00,5257.25,5256.75,5256.75,271
2024-04-07 18:50:00,5256.75,5257.00,5256.25,5256.25,102
2024-04-07 18:51:00,5256.25,5256.50,5256.00,5256.50,30
2024-04-07 18:52:00,5256.25,5256.50,5256.25,5256.25,27
2024-04-07 18:53:00,5256.25,5256.50,5256.00,5256.25,47
2024-04-07 18:54:00,5256.00,5256.25,5255.50,5256.00,139
2024-04-07 18:55:00,5256.00,5256.50,5256.00,5256.25,41
2024-04-07 18:56:00,5256.25,5256.50,5256.00,5256.00,24
2024-04-07 18:57:00,5256.25,5256.50,5256.25,5256.50,124
2024-04-07 18:58:00,5256.50,5256.75,5256.00,5256.50,193
2024-04-07 18:59:00,5256.50,5256.75,5256.50,5256.75,44
2024-04-07 19:00:00,5256.50,5256.50,5256.25,5256.25,81
2024-04-07 19:01:00,5256.25,5256.75,5256.25,5256.75,43
2024-04-07 19:02:00,5256.50,5257.00,5256.50,5257.00,67
2024-04-07 19:03:00,5257.00,5257.75,5257.00,5257.50,324
2024-04-07 19:04:00,5257.75,5258.00,5257.75,5257.75,122
2024-04-07 19:05:00,5257.75,5258.25,5257.75,5258.00,234
2024-04-07 19:06:00,5258.25,5258.75,5258.00,5258.75,319
2024-04-07 19:07:00,5258.50,5259.25,5258.50,5258.50,303
2024-04-07 19:08:00,5258.75,5259.25,5258.75,5259.00,83
2024-04-07 19:09:00,5259.00,5259.25,5258.75,5259.00,82
2024-04-07 19:10:00,5258.75,5259.00,5258.75,5259.00,31
2024-04-07 19:11:00,5258.75,5258.75,5258.75,5258.75,38
2024-04-07 19:12:00,5258.75,5259.00,5258.50,5258.75,30
2024-04-07 19:13:00,5258.75,5258.75,5258.50,5258.50,20
2024-04-07 19:14:00,5258.25,5258.25,5258.00,5258.00,75
2024-04-07 19:15:00,5258.00,5258.50,5258.00,5258.25,89
2024-04-07 19:16:00,5258.00,5258.75,5258.00,5258.75,170
2024-04-07 19:17:00,5258.75,5259.25,5258.50,5259.25,65
2024-04-07 19:18:00,5259.25,5259.25,5259.00,5259.00,22
2024-04-07 19:19:00,5259.00,5259.25,5258.75,5259.00,115
2024-04-07 19:20:00,5259.25,5259.25,5259.00,5259.00,13
2024-04-07 19:21:00,5259.00,5259.25,5258.75,5259.00,103
2024-04-07 19:22:00,5258.75,5259.00,5258.50,5259.00,175
2024-04-07 19:23:00,5259.00,5259.00,5259.00,5259.00,103
2024-04-07 19:24:00,5259.00,5259.50,5258.75,5259.25,203
2024-04-07 19:25:00,5259.25,5259.25,5258.25,5258.25,188
2024-04-07 19:26:00,5258.25,5259.25,5258.25,5259.25,177
2024-04-07 19:27:00,5259.00,5259.00,5258.25,5258.50,117
2024-04-07 19:28:00,5258.50,5259.00,5258.50,5259.00,168
2024-04-07 19:29:00,5259.00,5259.00,5258.50,5259.00,157
2024-04-07 19:30:00,5259.00,5259.25,5258.75,5259.25,53
2024-04-07 19:31:00,5259.25,5259.25,5259.25,5259.25,29
2024-04-07 19:32:00,5259.25,5260.00,5259.25,5259.75,327
2024-04-07 19:33:00,5259.75,5260.00,5259.50,5259.50,82
2024-04-07 19:34:00,5259.50,5259.75,5259.00,5259.00,56
2024-04-07 19:35:00,5259.00,5259.25,5259.00,5259.25,20
2024-04-07 19:36:00,5259.25,5259.25,5258.00,5258.25,309
2024-04-07 19:37:00,5258.00,5258.00,5257.50,5257.75,186
2024-04-07 19:38:00,5258.00,5258.25,5258.00,5258.25,21
2024-04-07 19:39:00,5258.50,5259.25,5258.50,5259.25,110
2024-04-07 19:40:00,5259.00,5259.50,5258.75,5259.00,103
2024-04-07 19:41:00,5259.00,5259.00,5258.75,5258.75,43
2024-04-07 19:42:00,5258.50,5258.50,5258.50,5258.50,44
2024-04-07 19:43:00,5258.75,5259.00,5258.75,5259.00,20
2024-04-07 19:44:00,5259.00,5259.00,5258.75,5258.75,58
2024-04-07 19:45:00,5258.75,5259.00,5258.75,5258.75,47
2024-04-07 19:46:00,5258.75,5258.75,5258.50,5258.50,19
2024-04-07 19:47:00,5258.75,5258.75,5258.25,5258.25,36
2024-04-07 19:48:00,5258.25,5258.25,5258.00,5258.25,73
2024-04-07 19:49:00,5258.25,5258.50,5258.00,5258.00,17
2024-04-07 19:50:00,5258.25,5258.25,5257.25,5257.25,189
2024-04-07 19:51:00,5257.25,5257.75,5256.50,5257.75,491
2024-04-07 19:52:00,5257.50,5258.50,5257.50,5258.50,201
2024-04-07 19:53:00,5258.50,5259.25,5258.25,5259.25,133
2024-04-07 19:54:00,5259.00,5259.50,5258.75,5259.50,120
2024-04-07 19:55:00,5259.25,5259.50,5259.00,5259.50,64
2024-04-07 19:56:00,5259.50,5260.00,5259.50,5259.75,97
2024-04-07 19:57:00,5259.50,5259.75,5259.25,5259.50,114
2024-04-07 19:58:00,5259.25,5259.75,5258.50,5258.50,175
2024-04-07 19:59:00,5258.50,5259.00,5258.00,5258.75,202
2024-04-07 20:00:00,5259.25,5259.50,5257.25,5257.50,368
2024-04-07 20:01:00,5257.50,5257.50,5256.50,5256.75,177
2024-04-07 20:02:00,5257.00,5257.25,5256.25,5256.25,129
2024-04-07 20:03:00,5256.25,5257.00,5256.00,5257.00,176
2024-04-07 20:04:00,5256.75,5257.00,5256.25,5256.50,120
2024-04-07 20:05:00,5256.75,5256.75,5256.00,5256.00,133
2024-04-07 20:06:00,5255.75,5256.75,5255.75,5256.50,145
2024-04-07 20:07:00,5256.75,5257.00,5256.50,5256.50,77
2024-04-07 20:08:00,5256.75,5257.00,5256.25,5256.25,66
2024-04-07 20:09:00,5256.25,5256.25,5254.75,5255.00,202
2024-04-07 20:10:00,5255.25,5256.00,5254.75,5255.75,139
2024-04-07 20:11:00,5255.75,5256.25,5255.75,5256.00,72
2024-04-07 20:12:00,5255.75,5256.25,5255.25,5255.25,82
2024-04-07 20:13:00,5255.50,5255.75,5255.25,5255.50,57
2024-04-07 20:14:00,5255.25,5255.75,5255.25,5255.25,53
2024-04-07 20:15:00,5255.25,5256.25,5255.25,5255.75,232
2024-04-07 20:16:00,5256.00,5256.25,5256.00,5256.00,138
2024-04-07 20:17:00,5256.25,5256.50,5256.00,5256.25,90
2024-04-07 20:18:00,5256.25,5256.75,5256.25,5256.25,106
2024-04-07 20:19:00,5256.25,5256.50,5255.00,5255.25,243
2024-04-07 20:20:00,5255.25,5255.50,5254.75,5255.00,280
2024-04-07 20:21:00,5254.75,5255.00,5254.00,5254.50,424
2024-04-07 20:22:00,5254.75,5255.25,5254.50,5255.00,207
2024-04-07 20:23:00,5254.75,5255.00,5254.50,5254.50,130
2024-04-07 20:24:00,5254.75,5255.25,5254.50,5255.00,139
2024-04-07 20:25:00,5255.00,5255.25,5253.75,5253.75,205
2024-04-07 20:26:00,5254.00,5254.25,5253.75,5253.75,85
2024-04-07 20:27:00,5254.00,5254.25,5253.00,5253.25,289
2024-04-07 20:28:00,5253.25,5253.50,5252.00,5252.50,528
2024-04-07 20:29:00,5252.50,5252.50,5250.50,5250.75,854
2024-04-07 20:30:00,5250.50,5251.50,5250.50,5250.75,262
2024-04-07 20:31:00,5250.75,5251.50,5250.50,5250.75,215
2024-04-07 20:32:00,5250.75,5251.25,5250.50,5250.75,258
2024-04-07 20:33:00,5250.75,5250.75,5249.25,5249.75,556
2024-04-07 20:34:00,5250.00,5250.75,5249.75,5250.00,268
2024-04-07 20:35:00,5250.00,5250.00,5249.25,5249.50,317
2024-04-07 20:36:00,5249.50,5250.50,5249.50,5250.50,171
2024-04-07 20:37:00,5250.50,5250.50,5250.25,5250.25,41
2024-04-07 20:38:00,5250.50,5250.50,5250.25,5250.50,46
2024-04-07 20:39:00,5250.75,5250.75,5250.00,5250.25,92
2024-04-07 20:40:00,5250.25,5250.75,5249.75,5249.75,124
2024-04-07 20:41:00,5249.75,5250.50,5249.75,5250.00,127
2024-04-07 20:42:00,5249.75,5250.25,5249.75,5249.75,126
2024-04-07 20:43:00,5249.75,5250.25,5249.50,5250.25,114
2024-04-07 20:44:00,5250.25,5250.25,5249.75,5249.75,34
2024-04-07 20:45:00,5249.75,5251.00,5249.75,5251.00,236
2024-04-07 20:46:00,5250.75,5251.00,5250.50,5250.75,124
2024-04-07 20:47:00,5251.00,5251.25,5250.50,5250.75,112
2024-04-07 20:48:00,5250.75,5251.00,5250.50,5250.75,25
2024-04-07 20:49:00,5250.75,5251.25,5250.75,5251.25,121
2024-04-07 20:50:00,5251.25,5251.75,5251.25,5251.25,164
2024-04-07 20:51:00,5251.25,5251.25,5250.50,5250.50,140
2024-04-07 20:52:00,5250.75,5251.75,5250.75,5251.25,107
2024-04-07 20:53:00,5251.50,5251.50,5251.25,5251.25,65
2024-04-07 20:54:00,5251.25,5251.25,5250.75,5251.25,90
2024-04-07 20:55:00,5251.25,5251.50,5251.25,5251.50,34
2024-04-07 20:56:00,5251.25,5252.25,5251.25,5252.00,187
2024-04-07 20:57:00,5252.25,5254.00,5252.25,5253.25,742
2024-04-07 20:58:00,5253.50,5254.25,5253.25,5253.50,298
2024-04-07 20:59:00,5253.75,5254.50,5253.75,5254.50,161
2024-04-07 21:00:00,5254.50,5255.50,5254.25,5254.75,300
2024-04-07 21:01:00,5254.75,5255.25,5254.50,5254.75,127
2024-04-07 21:02:00,5254.50,5254.50,5253.75,5254.50,220
2024-04-07 21:03:00,5254.25,5254.75,5254.25,5254.25,157
2024-04-07 21:04:00,5254.25,5254.50,5254.00,5254.25,83
2024-04-07 21:05:00,5254.00,5254.00,5253.25,5253.50,176
2024-04-07 21:06:00,5253.50,5253.75,5253.25,5253.50,145
2024-04-07 21:07:00,5253.50,5253.75,5253.25,5253.75,73
2024-04-07 21:08:00,5253.50,5254.00,5253.50,5253.75,126
2024-04-07 21:09:00,5254.00,5254.00,5253.25,5254.00,178
2024-04-07 21:10:00,5253.75,5254.75,5253.75,5254.50,175
2024-04-07 21:11:00,5254.50,5255.00,5254.50,5255.00,155
2024-04-07 21:12:00,5255.00,5255.00,5254.00,5254.00,137
2024-04-07 21:13:00,5254.00,5254.00,5253.25,5253.25,93
2024-04-07 21:14:00,5253.25,5254.00,5253.25,5253.75,77
2024-04-07 21:15:00,5254.00,5254.50,5253.75,5253.75,157
2024-04-07 21:16:00,5254.00,5254.75,5253.75,5254.00,98
2024-04-07 21:17:00,5253.75,5254.25,5253.00,5254.25,186
2024-04-07 21:18:00,5254.25,5254.50,5253.50,5253.50,188
2024-04-07 21:19:00,5253.50,5254.00,5253.25,5253.50,217
2024-04-07 21:20:00,5253.50,5254.00,5253.25,5254.00,108
2024-04-07 21:21:00,5254.00,5254.00,5253.50,5254.00,144
2024-04-07 21:22:00,5254.25,5255.50,5254.25,5255.25,274
2024-04-07 21:23:00,5255.50,5256.00,5255.00,5256.00,386
2024-04-07 21:24:00,5256.00,5256.25,5255.50,5256.25,105
2024-04-07 21:25:00,5256.00,5257.00,5256.00,5256.75,255
2024-04-07 21:26:00,5256.75,5257.00,5256.25,5256.75,149
2024-04-07 21:27:00,5256.75,5257.25,5256.75,5257.00,194
2024-04-07 21:28:00,5256.75,5257.00,5256.25,5256.50,113
2024-04-07 21:29:00,5256.25,5256.25,5255.00,5255.50,335
2024-04-07 21:30:00,5255.25,5256.50,5255.25,5256.25,169
2024-04-07 21:31:00,5256.25,5256.25,5255.25,5255.50,231
2024-04-07 21:32:00,5255.50,5256.00,5255.25,5255.50,178
2024-04-07 21:33:00,5255.50,5255.75,5255.25,5255.50,82
2024-04-07 21:34:00,5255.50,5256.25,5255.50,5256.25,99
2024-04-07 21:35:00,5256.25,5256.50,5256.00,5256.25,73
2024-04-07 21:36:00,5256.25,5256.25,5255.25,5256.00,141
2024-04-07 21:37:00,5256.00,5256.00,5255.75,5256.00,58
2024-04-07 21:38:00,5256.00,5256.00,5255.50,5256.00,58
2024-04-07 21:39:00,5256.00,5256.25,5255.50,5255.75,192
2024-04-07 21:40:00,5256.00,5256.25,5255.75,5256.25,118
2024-04-07 21:41:00,5256.50,5257.50,5256.50,5257.25,232
2024-04-07 21:42:00,5257.25,5257.25,5256.50,5257.25,176
2024-04-07 21:43:00,5257.25,5257.50,5256.75,5257.00,115
2024-04-07 21:44:00,5257.00,5257.75,5257.00,5257.75,97
2024-04-07 21:45:00,5257.50,5258.00,5256.50,5256.50,497
2024-04-07 21:46:00,5256.75,5257.00,5256.50,5256.75,213
2024-04-07 21:47:00,5256.75,5257.00,5256.50,5256.50,83
2024-04-07 21:48:00,5256.25,5256.50,5255.50,5255.75,162
2024-04-07 21:49:00,5255.75,5255.75,5254.50,5255.00,359
2024-04-07 21:50:00,5255.25,5256.00,5255.00,5255.50,342
2024-04-07 21:51:00,5255.75,5255.75,5254.50,5254.75,131
2024-04-07 21:52:00,5254.75,5255.00,5254.00,5254.00,156
2024-04-07 21:53:00,5254.00,5254.25,5253.50,5253.75,196
2024-04-07 21:54:00,5253.75,5254.25,5253.75,5253.75,99
2024-04-07 21:55:00,5253.75,5254.50,5253.75,5254.25,135
2024-04-07 21:56:00,5254.00,5254.50,5253.50,5254.50,161
2024-04-07 21:57:00,5254.75,5254.75,5254.00,5254.50,118
2024-04-07 21:58:00,5254.50,5255.00,5254.25,5254.75,65
2024-04-07 21:59:00,5254.75,5255.25,5254.50,5255.25,203
2024-04-07 22:00:00,5255.25,5256.00,5254.50,5255.00,241
2024-04-07 22:01:00,5255.00,5255.00,5254.00,5254.25,195
2024-04-07 22:02:00,5254.00,5254.50,5253.75,5254.50,74
2024-04-07 22:03:00,5254.50,5254.75,5254.50,5254.50,21
2024-04-07 22:04:00,5254.75,5254.75,5254.25,5254.25,78
2024-04-07 22:05:00,5254.25,5254.25,5253.75,5254.00,75
2024-04-07 22:06:00,5254.00,5254.00,5253.75,5253.75,54
2024-04-07 22:07:00,5253.75,5254.00,5253.75,5253.75,21
2024-04-07 22:08:00,5253.75,5254.50,5253.50,5254.50,74
2024-04-07 22:09:00,5254.50,5254.75,5254.25,5254.50,37
2024-04-07 22:10:00,5254.75,5255.50,5254.75,5255.50,92
2024-04-07 22:11:00,5255.25,5255.50,5255.25,5255.50,55
2024-04-07 22:12:00,5255.25,5255.25,5255.00,5255.00,67
2024-04-07 22:13:00,5254.75,5254.75,5254.50,5254.75,130
2024-04-07 22:14:00,5254.75,5255.00,5254.75,5255.00,130
2024-04-07 22:15:00,5255.25,5255.25,5254.75,5255.25,61
2024-04-07 22:16:00,5255.50,5255.75,5254.50,5254.50,244
2024-04-07 22:17:00,5254.50,5254.75,5254.50,5254.75,33
2024-04-07 22:18:00,5254.75,5255.00,5254.25,5254.50,167
2024-04-07 22:19:00,5254.25,5255.00,5254.25,5255.00,116
2024-04-07 22:20:00,5255.00,5255.00,5254.75,5254.75,44
2024-04-07 22:21:00,5254.50,5254.75,5254.50,5254.75,114
2024-04-07 22:22:00,5254.50,5254.75,5254.00,5254.25,219
2024-04-07 22:23:00,5254.25,5254.25,5253.50,5253.75,48
2024-04-07 22:24:00,5253.75,5254.50,5253.50,5254.00,176
2024-04-07 22:25:00,5254.00,5254.50,5254.00,5254.50,33
2024-04-07 22:26:00,5254.50,5254.75,5254.25,5254.25,84
2024-04-07 22:27:00,5254.50,5254.75,5254.50,5254.50,12
2024-04-07 22:28:00,5254.50,5254.75,5254.25,5254.50,45
2024-04-07 22:29:00,5254.50,5254.75,5254.50,5254.75,133
2024-04-07 22:30:00,5254.50,5255.00,5254.50,5255.00,205
2024-04-07 22:31:00,5255.00,5255.25,5254.75,5255.00,152
2024-04-07 22:32:00,5255.00,5255.00,5254.75,5255.00,58
2024-04-07 22:33:00,5255.00,5255.00,5254.50,5254.50,77
2024-04-07 22:34:00,5254.75,5254.75,5254.50,5254.75,59
2024-04-07 22:35:00,5254.75,5254.75,5254.00,5254.25,84
2024-04-07 22:36:00,5254.25,5254.75,5254.25,5254.25,150
2024-04-07 22:37:00,5254.25,5254.25,5253.75,5254.25,195
2024-04-07 22:38:00,5254.25,5254.50,5254.00,5254.50,67
2024-04-07 22:39:00,5254.50,5254.75,5254.00,5254.75,115
2024-04-07 22:40:00,5254.75,5255.00,5254.00,5254.00,72
2024-04-07 22:41:00,5254.00,5254.00,5253.75,5254.00,33
2024-04-07 22:42:00,5254.00,5254.50,5254.00,5254.50,78
2024-04-07 22:43:00,5254.50,5254.50,5254.25,5254.50,40
2024-04-07 22:44:00,5254.50,5254.50,5254.50,5254.50,55
2024-04-07 22:45:00,5254.25,5254.50,5254.25,5254.25,73
2024-04-07 22:46:00,5254.50,5254.50,5254.25,5254.25,30
2024-04-07 22:47:00,5254.25,5254.25,5254.00,5254.00,5
2024-04-07 22:48:00,5254.00,5254.00,5253.75,5253.75,56
2024-04-07 22:49:00,5253.75,5254.25,5253.75,5254.00,98
2024-04-07 22:50:00,5253.75,5254.25,5253.50,5253.75,91
2024-04-07 22:51:00,5253.75,5254.00,5253.50,5253.75,25
2024-04-07 22:52:00,5254.00,5254.25,5254.00,5254.00,20
2024-04-07 22:53:00,5254.00,5254.00,5254.00,5254.00,41
2024-04-07 22:54:00,5254.00,5254.25,5253.75,5254.25,42
2024-04-07 22:55:00,5254.25,5254.50,5254.25,5254.25,52
2024-04-07 22:56:00,5254.25,5254.50,5254.25,5254.50,13
2024-04-07 22:57:00,5254.50,5255.00,5254.50,5255.00,24
2024-04-07 22:58:00,5255.00,5255.25,5255.00,5255.25,107
2024-04-07 22:59:00,5255.25,5255.25,5255.00,5255.25,10
2024-04-07 23:00:00,5255.25,5255.50,5254.50,5254.50,235
2024-04-07 23:01:00,5254.75,5255.00,5254.50,5254.50,101
2024-04-07 23:02:00,5254.75,5254.75,5254.50,5254.50,18
2024-04-07 23:03:00,5254.50,5254.50,5254.25,5254.25,55
2024-04-07 23:04:00,5254.25,5254.50,5254.25,5254.50,2
2024-04-07 23:05:00,5254.50,5254.50,5254.25,5254.25,21
2024-04-07 23:06:00,5254.25,5254.25,5254.00,5254.00,20
2024-04-07 23:07:00,5254.00,5254.25,5254.00,5254.25,85
2024-04-07 23:08:00,5254.00,5254.00,5253.75,5254.00,91
2024-04-07 23:09:00,5253.75,5254.25,5253.75,5254.25,45
2024-04-07 23:10:00,5254.00,5254.00,5253.50,5253.75,107
2024-04-07 23:11:00,5253.50,5253.75,5253.25,5253.25,80
2024-04-07 23:12:00,5253.50,5253.50,5253.00,5253.00,116
2024-04-07 23:13:00,5253.00,5253.00,5252.50,5252.50,105
2024-04-07 23:14:00,5252.75,5252.75,5252.00,5252.25,142
2024-04-07 23:15:00,5252.50,5252.50,5252.25,5252.25,59
2024-04-07 23:16:00,5252.00,5252.25,5251.00,5251.00,396
2024-04-07 23:17:00,5251.25,5251.25,5250.50,5250.75,231
2024-04-07 23:18:00,5251.00,5251.00,5250.75,5250.75,108
2024-04-07 23:19:00,5250.75,5251.00,5250.25,5250.50,264
2024-04-07 23:20:00,5250.50,5251.50,5250.25,5251.25,219
2024-04-07 23:21:00,5251.25,5251.25,5250.50,5251.00,89
2024-04-07 23:22:00,5250.75,5251.25,5250.75,5251.25,73
2024-04-07 23:23:00,5251.25,5251.25,5251.00,5251.00,63
2024-04-07 23:24:00,5251.00,5251.00,5250.50,5250.75,118
2024-04-07 23:25:00,5250.75,5251.00,5250.50,5250.75,29
2024-04-07 23:26:00,5250.50,5250.50,5249.75,5249.75,202
2024-04-07 23:27:00,5249.75,5250.00,5249.25,5249.50,278
2024-04-07 23:28:00,5249.50,5249.50,5248.25,5248.75,639
2024-04-07 23:29:00,5248.75,5249.00,5247.25,5247.75,686
2024-04-07 23:30:00,5247.75,5248.50,5247.50,5248.00,245
2024-04-07 23:31:00,5248.00,5248.25,5247.75,5248.00,277
2024-04-07 23:32:00,5247.75,5248.00,5246.75,5247.25,255
2024-04-07 23:33:00,5247.25,5247.50,5246.75,5247.00,183
2024-04-07 23:34:00,5247.00,5247.25,5246.50,5247.00,134
2024-04-07 23:35:00,5247.00,5247.00,5244.50,5244.75,468
2024-04-07 23:36:00,5244.50,5245.50,5243.75,5245.25,544
2024-04-07 23:37:00,5245.25,5246.25,5245.00,5246.25,336
2024-04-07 23:38:00,5246.25,5246.25,5245.00,5245.50,100
2024-04-07 23:39:00,5245.50,5245.50,5244.75,5245.25,116
2024-04-07 23:40:00,5245.25,5246.00,5244.25,5244.75,314
2024-04-07 23:41:00,5244.75,5245.50,5244.75,5245.50,80
2024-04-07 23:42:00,5245.50,5245.75,5245.00,5245.00,128
2024-04-07 23:43:00,5245.25,5246.00,5245.25,5245.75,133
2024-04-07 23:44:00,5245.75,5246.25,5245.50,5246.00,150
2024-04-07 23:45:00,5246.00,5246.00,5245.25,5245.25,96
2024-04-07 23:46:00,5245.50,5245.75,5245.25,5245.50,91
2024-04-07 23:47:00,5245.50,5245.75,5245.00,5245.50,116
2024-04-07 23:48:00,5245.50,5245.75,5244.75,5244.75,140
2024-04-07 23:49:00,5244.75,5245.50,5244.75,5245.25,128
2024-04-07 23:50:00,5245.50,5245.75,5245.25,5245.50,122
2024-04-07 23:51:00,5245.50,5245.50,5245.00,5245.25,39
2024-04-07 23:52:00,5245.25,5245.75,5245.25,5245.50,28
